MAE,RMSE,MAPE,model,random_state,dataset,target,n_rows,n_features,run
1276.9382026916535,1598.3155017476802,8.981918834938606,LinearRegression,10,ycsb-2400,throughput,1954,16,11
577.9227055335332,732.2441894397133,4.098761177056924,RandomForest,10,ycsb-2400,throughput,1954,16,11
1274.930777642911,1562.919259438662,9.136291581052557,LinearRegression,11,ycsb-2400,throughput,1954,16,12
546.321643849832,688.9629021428453,3.9071745409818575,RandomForest,11,ycsb-2400,throughput,1954,16,12
1247.934978956812,1504.449025454003,8.96520900028135,LinearRegression,12,ycsb-2400,throughput,1954,16,13
567.4876576494579,721.5629682793925,4.079184916255895,RandomForest,12,ycsb-2400,throughput,1954,16,13
1237.964444018754,1511.564157306203,8.949726448873704,LinearRegression,13,ycsb-2400,throughput,1954,16,14
572.7918212518483,731.5570855084216,4.09581458531829,RandomForest,13,ycsb-2400,throughput,1954,16,14
1275.424708298902,1576.9215049375894,9.02120464253519,LinearRegression,14,ycsb-2400,throughput,1954,16,15
578.5711150711577,722.406664851812,4.177498805260198,RandomForest,14,ycsb-2400,throughput,1954,16,15
1210.5734022293113,1473.6945671230214,8.847428965170067,LinearRegression,15,ycsb-2400,throughput,1954,16,16
570.5465887851644,714.945183101214,4.125053351325807,RandomForest,15,ycsb-2400,throughput,1954,16,16
1233.030006805041,1556.5961991556874,8.644737785301471,LinearRegression,16,ycsb-2400,throughput,1954,16,17
550.4632565988782,702.7626262789536,3.901220899708955,RandomForest,16,ycsb-2400,throughput,1954,16,17
1230.532231148992,1516.3450774036955,8.739582218646804,LinearRegression,17,ycsb-2400,throughput,1954,16,18
587.05561779279,747.9017959673542,4.179007051297432,RandomForest,17,ycsb-2400,throughput,1954,16,18
1246.4259685280238,1547.1910794564005,8.898044796415752,LinearRegression,18,ycsb-2400,throughput,1954,16,19
547.7490880892681,678.9145449348615,3.9659692272889027,RandomForest,18,ycsb-2400,throughput,1954,16,19
1255.8035980643554,1537.753514115729,8.948784522199789,LinearRegression,19,ycsb-2400,throughput,1954,16,20
571.0834006789312,732.9925166404764,4.083525077343949,RandomForest,19,ycsb-2400,throughput,1954,16,20
1322.1361906440068,1638.5377031780122,9.303809267529816,LinearRegression,20,ycsb-2400,throughput,1954,16,21
578.5266983577928,736.3917822730695,4.119216324737232,RandomForest,20,ycsb-2400,throughput,1954,16,21
1260.465547227958,1567.397777895094,8.905518407465953,LinearRegression,21,ycsb-2400,throughput,1954,16,22
566.7755871884747,726.677225626673,4.040253501019608,RandomForest,21,ycsb-2400,throughput,1954,16,22
1288.6379645580919,1594.5641996600286,9.16620845710014,LinearRegression,22,ycsb-2400,throughput,1954,16,23
569.7185272623426,715.082053406486,4.09136383018706,RandomForest,22,ycsb-2400,throughput,1954,16,23
1259.4442718158423,1534.9284170624298,8.971431902214523,LinearRegression,23,ycsb-2400,throughput,1954,16,24
572.4923768875245,726.7909685161057,4.084869665834436,RandomForest,23,ycsb-2400,throughput,1954,16,24
1278.6754216335487,1571.9218562137346,9.081005744019249,LinearRegression,24,ycsb-2400,throughput,1954,16,25
560.5302438929206,716.8387590654031,3.992456752569801,RandomForest,24,ycsb-2400,throughput,1954,16,25
1298.799735721146,1599.3464776531118,9.27459989724057,LinearRegression,25,ycsb-2400,throughput,1954,16,26
569.3019138751165,719.0485930523379,4.08432461815355,RandomForest,25,ycsb-2400,throughput,1954,16,26
1288.489848775209,1575.2756029465816,9.082824438624659,LinearRegression,26,ycsb-2400,throughput,1954,16,27
557.5726618204818,704.6351506142033,3.9699573733752853,RandomForest,26,ycsb-2400,throughput,1954,16,27
1313.353547536822,1606.2847353723243,9.267488923557275,LinearRegression,27,ycsb-2400,throughput,1954,16,28
580.5323295856665,725.7544691847282,4.128529945516727,RandomForest,27,ycsb-2400,throughput,1954,16,28
1280.8153079781016,1590.7983948063115,9.02869127614235,LinearRegression,28,ycsb-2400,throughput,1954,16,29
561.9260941773144,721.6089246449574,3.968902106848838,RandomForest,28,ycsb-2400,throughput,1954,16,29
1254.0679017769398,1501.2539398086365,8.93199740545453,LinearRegression,29,ycsb-2400,throughput,1954,16,30
562.2469780684631,695.1189504586616,4.07562913292102,RandomForest,29,ycsb-2400,throughput,1954,16,30
9.043263709130485,11.609237533786871,79.83716758309926,LinearRegression,0,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,1
3.4161486862062804,7.7720738018481015,12.25154373913243,RandomForest,0,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,1
8.710889233609311,11.365602770707923,71.53050984653527,LinearRegression,1,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,2
3.356076284796573,7.653381293440597,12.675345604453883,RandomForest,1,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,2
8.956338897116067,11.703911395690938,74.06020361587741,LinearRegression,2,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,3
3.4949431452661432,7.3980923420829265,12.723215888643132,RandomForest,2,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,3
8.725316771707158,11.301346053926551,77.84846728103858,LinearRegression,3,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,4
3.4022389175673853,7.973097049877343,12.05250143104678,RandomForest,3,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,4
8.36406472694794,10.653998840910425,75.43765356243937,LinearRegression,4,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,5
2.9716359757911013,7.023200963739767,11.201101143972892,RandomForest,4,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,5
8.843807185870585,11.307603696263925,82.46879015148056,LinearRegression,5,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,6
3.176997154009891,7.276348763370811,11.790029858571135,RandomForest,5,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,6
8.715734468494855,11.306662493719317,68.90087039471572,LinearRegression,6,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,7
3.086000475744366,7.24447283697791,11.289700675934155,RandomForest,6,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,7
8.578383827968157,10.948998677731971,84.86604068562167,LinearRegression,7,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,8
3.2218823217472217,7.472411672621452,12.485882836337336,RandomForest,7,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,8
8.636668234666644,11.157647386344516,84.9707590280774,LinearRegression,8,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,9
2.782383945013768,6.339645074045283,11.075071114048152,RandomForest,8,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,time,3113,25,9
